"csv","status","full_path_refs","rel_path_refs","filename_refs"
"config/audio/combat_sounds.csv","confirmed_used_by_path","1","1","1"
"config/audio/environment_sounds.csv","confirmed_used_by_path","1","1","1"
"config/audio/skill_sounds.csv","confirmed_used_by_path","1","1","1"
"config/audio/ui_sounds.csv","confirmed_used_by_path","1","1","1"
"config/enemy/boss_phase_config.csv","confirmed_used_by_path","1","1","1"
"config/enemy/elite_enemies_config.csv","confirmed_used_by_path","1","1","1"
"config/enemy/elite_evolution_config.csv","confirmed_used_by_path","1","1","2"
"config/enemy/enemy_abilities.csv","confirmed_used_by_path","2","3","3"
"config/enemy/enemy_config.csv","confirmed_used_by_path","2","3","6"
"config/enemy/enemy_config_v2.csv","confirmed_used_by_path","1","1","1"
"config/enemy/enemy_visual.csv","confirmed_used_by_path","1","2","5"
"config/enemy/enemy_weapons.csv","name_only_reference","0","0","1"
"config/item/chest_config.csv","name_only_reference","0","0","2"
"config/item/emblem_config.csv","confirmed_used_by_path","3","4","11"
"config/item/item_config.csv","confirmed_used_by_path","3","4","14"
"config/item/item_effect_config.csv","confirmed_used_by_path","1","1","4"
"config/item/shop_item_config.csv","confirmed_used_by_path","3","3","3"
"config/item/upgrade_attributes.csv","name_only_reference","0","0","1"
"config/player/attribute_upgrade.csv","confirmed_used_by_path","1","1","1"
"config/player/bond_config.csv","confirmed_used_by_path","5","5","10"
"config/player/bond_config_v3.csv","confirmed_used_by_path","1","1","1"
"config/player/bond_config_v3_trial_246.csv","no_runtime_reference","0","0","0"
"config/player/bond_resonance_config.csv","confirmed_used_by_path","2","2","2"
"config/player/player_available_weapons.csv","confirmed_used_by_path","3","3","8"
"config/player/player_config.csv","confirmed_used_by_path","2","2","9"
"config/player/player_skill_bindings.csv","confirmed_used_by_path","2","2","6"
"config/player/player_visual.csv","confirmed_used_by_path","2","2","6"
"config/player/player_weapons.csv","confirmed_used_by_path","2","2","6"
"config/player/skill_params_wide.csv","confirmed_used_by_path","0","4","5"
"config/player/skill_params_wide_preset_baseline.csv","no_runtime_reference","0","0","0"
"config/player/skill_params_wide_preset_fun.csv","no_runtime_reference","0","0","0"
"config/player/skill_params_wide_preset_fun_tuned.csv","no_runtime_reference","0","0","0"
"config/player/skill_params_wide_preset_hardcore.csv","no_runtime_reference","0","0","0"
"config/player/skill_params_wide_trial_8roles.csv","no_runtime_reference","0","0","0"
"config/player/skill_params_wide_trial_8roles_preset_baseline.csv","no_runtime_reference","0","0","0"
"config/player/skill_params_wide_trial_8roles_preset_fun.csv","no_runtime_reference","0","0","0"
"config/player/skill_params_wide_trial_8roles_preset_fun_tuned.csv","no_runtime_reference","0","0","0"
"config/player/skill_params_wide_trial_8roles_preset_hardcore.csv","no_runtime_reference","0","0","0"
"config/player/ult_config.csv","confirmed_used_by_path","4","4","9"
"config/system/camera_config.csv","name_only_reference","0","0","1"
"config/system/credits_config.csv","name_only_reference","0","0","2"
"config/system/game_config.csv","name_only_reference","0","0","1"
"config/system/input_config.csv","name_only_reference","0","0","1"
"config/system/map_config.csv","name_only_reference","0","0","3"
"config/system/sound_config.csv","no_runtime_reference","0","0","0"
"config/system/ult_config.csv","name_only_reference","0","0","9"
"config/wave/elite_spawn_config.csv","confirmed_used_by_path","1","1","1"
"config/wave/elite_wave_config.csv","confirmed_used_by_path","1","1","1"
"config/wave/shop_attribute_config.csv","confirmed_used_by_path","3","3","4"
"config/wave/shop_wave_config.csv","confirmed_used_by_path","3","3","4"
"config/wave/wave_chest_config.csv","name_only_reference","0","0","1"
"config/wave/wave_config.csv","confirmed_used_by_path","0","1","7"
"config/wave/wave_config_v2.csv","confirmed_used_by_path","1","1","1"
"config/wave/wave_units_config.csv","confirmed_used_by_path","0","2","3"
"config/wave/wave_units_config_v2.csv","confirmed_used_by_path","1","1","1"
"config/weapon/weapon_config_optimized.csv","confirmed_used_by_path","1","1","3"
"docs/qa_reports/e_balance_summary_20260305_124009.csv","no_runtime_reference","0","0","0"
"docs/重构执行拆分/bond_balance_10runs_template.csv","no_runtime_reference","0","0","0"
"tmp_csv_runtime_ref_report.csv","no_runtime_reference","0","0","0"
"tmp_csv_usage_report_latest.csv","no_runtime_reference","0","0","0"
"tmp_f_params.csv","no_runtime_reference","0","0","0"
"tmp_f_profile_summary.csv","no_runtime_reference","0","0","0"
"tmp_gd_usage_report_latest.csv","no_runtime_reference","0","0","0"
"tmp_q_bindings.csv","no_runtime_reference","0","0","0"
"tmp_q_impl_summary.csv","no_runtime_reference","0","0","0"
"tmp_qf_combined.csv","no_runtime_reference","0","0","0"
